#Organism/Name	TaxID	BioProject Accession	BioProject ID	Group	SubGroup	Size (Kb)	GC%	Host	Segmemts	Genes	Proteins	Release Date	Modify Date	Status
Lactococcus phage TP901-1	35345	PRJNA14116	14116	dsDNA viruses, no RNA stage	Siphoviridae	37.667	35.4	bacteria	1	56	56	2001/04/18	2015/02/10	Complete Genome
Discula destructiva virus 1	148880	PRJNA14117	14117	dsRNA viruses	Partitiviridae	4.861	48.69	plants	4	2	2	2001/01/28	2009/05/06	Complete Genome
Cydia pomonella granulovirus	28289	PRJNA14118	14118	dsDNA viruses, no RNA stage	Baculoviridae	123.5	45.3	invertebrates	1	143	143	2001/04/02	2010/04/28	Complete Genome
Tobacco leaf curl Zimbabwe virus	223337	PRJNA14119	14119	ssDNA viruses	Geminiviridae	2.767	43.4	plants	1	6	6	2001/07/02	2010/04/28	Complete Genome
Ageratum yellow vein Sri Lanka virus	222079	PRJNA14120	14120	ssDNA viruses	Geminiviridae	2.748	42.6	plants	1	6	6	2001/07/04	2010/03/11	Complete Genome
Cucurbit leaf crumple virus	134681	PRJNA14121	14121	ssDNA viruses	Geminiviridae	5.232	44.0558	plants	2	6	6	2000/02/09	2010/08/18	Complete Genome
Lumpy skin disease virus NI-2490	376849	PRJNA14122	14122	dsDNA viruses, no RNA stage	Poxviridae	150.773	25.9	vertebrates	1	156	156	2001/07/22	2012/11/26	Complete Genome
Sugarcane bacilliform IM virus	362398	PRJNA14123	14123	Retro-transcribing viruses	Caulimoviridae	7.687	43.1	plants	1	3	3	2001/07/26	2011/02/04	Complete Genome
Invertebrate iridescent virus 6	176652	PRJNA14124	14124	dsDNA viruses, no RNA stage	Iridoviridae	212.482	28.6	invertebrates	1	463	468	2001/07/31	2006/03/30	Complete Genome
Goose circovirus	146032	PRJNA14125	14125	ssDNA viruses	Circoviridae	1.821	49.2	vertebrates	1	4	4	2001/08/07	2008/12/08	Complete Genome
Porcine endogenous retrovirus E	168238	PRJNA14126	14126	Retro-transcribing viruses	Retroviridae	8.072	48	vertebrates	1	-	-	2001/08/12	2010/04/28	Complete Genome
Epiphyas postvittana nucleopolyhedrovirus	70600	PRJNA14127	14127	dsDNA viruses, no RNA stage	Baculoviridae	118.584	40.7	invertebrates	1	137	136	2001/08/19	2010/03/11	Complete Genome
Culex nigripalpus nucleopolyhedrovirus	130556	PRJNA14128	14128	dsDNA viruses, no RNA stage	Baculoviridae	108.252	50.9	invertebrates	1	109	109	2001/08/22	2009/11/30	Complete Genome
Blueberry red ringspot virus	172220	PRJNA14129	14129	Retro-transcribing viruses	Caulimoviridae	8.303	31.1	plants	1	8	8	2001/10/11	2010/03/11	Complete Genome
Cotton leaf curl Rajasthan virus	223259	PRJNA14130	14130	ssDNA viruses	Geminiviridae	2.754	43.1	plants	1	6	6	2001/06/20	2010/01/28	Complete Genome
Lactococcus phage Tuc2009	35241	PRJNA14131	14131	dsDNA viruses, no RNA stage	Siphoviridae	38.347	36.2	bacteria	1	56	56	1999/06/08	2015/02/10	Complete Genome
Sulfolobus islandicus filamentous virus	176106	PRJNA14132	14132	dsDNA viruses, no RNA stage	Lipothrixviridae	40.9	33.4	archaea	1	73	73	2001/11/06	2010/03/26	Complete Genome
Streptococcus phage Sfi21	64186	PRJNA14133	14133	dsDNA viruses, no RNA stage	Siphoviridae	40.739	37.6	bacteria	1	50	50	1999/07/18	2015/02/10	Complete Genome
Spodoptera exigua multiple nucleopolyhedrovirus	10454	PRJNA14134	14134	dsDNA viruses, no RNA stage	Baculoviridae	135.611	43.8	invertebrates	1	142	139	1999/12/29	2015/08/21	Complete Genome
Staphylococcus prophage phiPV83	129009	PRJNA14135	14135	dsDNA viruses, no RNA stage	Siphoviridae	45.636	33.5	bacteria	1	65	65	2000/07/04	2015/02/10	Complete Genome
Mycoplasma phage P1	35238	PRJNA14136	14136	dsDNA viruses, no RNA stage	Podoviridae	11.66	26.8	bacteria	1	11	11	2000/08/22	2009/05/06	Complete Genome
Staphylococcus phage Slt	130478	PRJNA14137	14137	dsDNA viruses, no RNA stage	Siphoviridae	42.942	33.3	bacteria	1	61	61	2001/02/07	2015/02/10	Complete Genome
Spodoptera litura nucleopolyhedrovirus	46242	PRJNA14138	14138	dsDNA viruses, no RNA stage	Baculoviridae	139.342	42.8	invertebrates	1	141	141	2001/09/11	2009/11/30	Complete Genome
Lactococcus phage bIL311	151534	PRJNA14139	14139	dsDNA viruses, no RNA stage	Siphoviridae	14.51	34.2	bacteria	1	22	22	2001/02/15	2015/02/10	Complete Genome
Staphylococcus phage phiETA	106284	PRJNA14141	14141	dsDNA viruses, no RNA stage	Siphoviridae	43.081	35.4	bacteria	1	66	66	2000/07/04	2009/01/29	Complete Genome
Listeria phage 2389	181007	PRJNA14142	14142	dsDNA viruses, no RNA stage	Siphoviridae	37.618	34.7	bacteria	1	60	59	2001/12/06	2009/03/19	Complete Genome
Vibrio phage K139	70734	PRJNA14144	14144	dsDNA viruses, no RNA stage	Myoviridae	33.106	48.9	bacteria	1	44	44	1999/03/29	2015/02/10	Complete Genome
Sinorhizobium phage PBC5	179237	PRJNA14146	14146	dsDNA viruses, no RNA stage	unclassified	57.416	61.5	bacteria	1	83	83	2001/12/20	2009/05/06	Complete Genome
Soybean crinkle leaf virus	85753	PRJNA14149	14149	ssDNA viruses	Geminiviridae	2.737	42.8	plants	1	8	8	2002/01/05	2008/07/10	Complete Genome
Tobacco vein clearing virus	107324	PRJNA14150	14150	Retro-transcribing viruses	Caulimoviridae	7.767	27.2	plants	1	4	4	1999/11/15	2010/04/28	Complete Genome
Miscanthus streak virus	10825	PRJNA14151	14151	ssDNA viruses	Geminiviridae	2.672	50.7	plants	1	5	5	1993/04/29	2015/02/10	Complete Genome
Rice yellow mottle virus satellite	195056	PRJNA14152	14152	Satellites	unclassified	0.22	63.6	plants	1	2	-	1998/01/10	2008/07/10	Complete Genome
Citrus yellow mosaic virus	174178	PRJNA14153	14153	Retro-transcribing viruses	Caulimoviridae	7.559	43.6	plants	1	6	6	2001/10/25	2008/12/08	Complete Genome
Mycobacterium phage TM4	88870	PRJNA14154	14154	dsDNA viruses, no RNA stage	Siphoviridae	52.797	68.1	bacteria	1	89	89	1999/02/24	2011/12/19	Complete Genome
Swinepox virus	10276	PRJNA14155	14155	dsDNA viruses, no RNA stage	Poxviridae	146.454	27.4	vertebrates	1	150	150	2002/01/31	2012/11/22	Complete Genome
Camelpox virus	28873	PRJNA14156	14156	dsDNA viruses, no RNA stage	Poxviridae	205.719	33.2	vertebrates	1	211	211	2002/02/04	2012/11/22	Complete Genome
Human herpesvirus 8	37296	PRJNA14158	14158	dsDNA viruses, no RNA stage	Herpesviridae	137.969	53.8	vertebrates, human	1	96	86	1999/08/02	2010/04/23	Complete Genome
Methanobacterium phage psiM2	77048	PRJNA14160	14160	dsDNA viruses, no RNA stage	Siphoviridae	26.111	46.3	archaea	1	32	32	1998/06/24	2015/02/10	Complete Genome
Spiroplasma phage 4	10855	PRJNA14161	14161	ssDNA viruses	Microviridae	4.421	32.1	bacteria	1	9	9	1988/12/15	2015/02/10	Complete Genome
Enterobacteria phage SfV	55884	PRJNA14162	14162	dsDNA viruses, no RNA stage	Myoviridae	37.074	50.8	bacteria	1	53	53	1997/10/04	2015/02/10	Complete Genome
Propionibacterium phage B5	189836	PRJNA14163	14163	ssDNA viruses	Inoviridae	5.804	64.3	bacteria	1	10	10	2002/03/21	2009/05/06	Complete Genome
Atkinsonella hypoxylon virus	37961	PRJNA14164	14164	dsRNA viruses	Partitiviridae	6.105	39.9797	plants	3	2	2	1995/01/27	2015/10/20	Complete Genome
Bean calico mosaic virus	31602	PRJNA14165	14165	ssDNA viruses	Geminiviridae	5.175	41.1617	plants	2	7	7	1999/04/04	2015/02/10	Complete Genome
Clostridium phage phi3626	190478	PRJNA14166	14166	dsDNA viruses, no RNA stage	Siphoviridae	33.507	28.4	bacteria	1	50	50	2002/04/02	2008/07/10	Complete Genome
Mamestra configurata nucleopolyhedrovirus A	207830	PRJNA14168	14168	dsDNA viruses, no RNA stage	Baculoviridae	155.06	41.7	invertebrates	1	169	169	1997/03/29	2010/04/28	Complete Genome
Cereal yellow dwarf virus-RPV satellite RNA	191032	PRJNA14169	14169	Satellites	unclassified	0.322	50	plants	1	-	-	1991/07/31	2015/02/10	Complete Genome
Eupatorium yellow vein virus	186637	PRJNA14171	14171	ssDNA viruses	Geminiviridae	2.766	42.8	plants	1	6	6	2000/08/01	2015/02/10	Complete Genome
Honeysuckle yellow vein mosaic virus	180587	PRJNA14172	14172	ssDNA viruses	Geminiviridae	2.757	43.8	plants	1	6	6	2000/08/01	2015/02/10	Complete Genome
Milk vetch dwarf virus	67585	PRJNA14173	14173	ssDNA viruses	Nanoviridae	7.911	39.5075	plants	8	8	8	1998/10/27	2014/09/09	Complete Genome
Cowpox virus	10243	PRJNA14174	14174	dsDNA viruses, no RNA stage	Poxviridae	224.499	33.4	vertebrates	1	233	233	2002/04/16	2016/01/28	Complete Genome
Tomato chlorotic mottle virus	172391	PRJNA14175	14175	ssDNA viruses	Geminiviridae	5.195	41.1255	plants	2	7	7	2002/04/15	2008/12/08	Complete Genome
Watermelon chlorotic stunt virus	35341	PRJNA14176	14176	ssDNA viruses	Geminiviridae	5.498	47.3996	plants	2	8	8	2000/12/13	2008/12/08	Complete Genome
Sugarcane streak virus	10836	PRJNA14177	14177	ssDNA viruses	Geminiviridae	2.758	50.7	plants	1	3	3	1993/08/03	2008/12/08	Complete Genome
Spiroplasma phage 1-C74	185959	PRJNA14178	14178	ssDNA viruses	Inoviridae	7.768	23.2	bacteria	1	13	13	1996/01/01	2008/07/16	Complete Genome
South African cassava mosaic virus	63723	PRJNA14179	14179	ssDNA viruses	Geminiviridae	5.56	44.9115	plants	2	8	8	2000/02/20	2008/07/10	Complete Genome
Tobacco yellow dwarf virus	10830	PRJNA14181	14181	ssDNA viruses	Geminiviridae	2.58	43.4	plants	1	4	4	1993/08/03	2008/07/10	Complete Genome
Tomato golden mottle virus	223342	PRJNA14182	14182	ssDNA viruses	Geminiviridae	5.172	41.8625	plants	2	7	7	2006/03/25	2015/02/10	Complete Genome
Chino del tomate virus	47838	PRJNA14183	14183	ssDNA viruses	Geminiviridae	5.213	45.019	plants	2	7	7	1999/03/04	2008/12/08	Complete Genome
Solanum nodiflorum mottle virus satellite RNA	195061	PRJNA14184	14184	Satellites	unclassified	0.377	56.2	plants	1	-	-	1990/06/15	2008/07/10	Complete Genome
Dicliptera yellow mottle virus	94700	PRJNA14185	14185	ssDNA viruses	Geminiviridae	5.204	39.8541	plants	2	6	6	2000/01/01	2008/07/10	Complete Genome
Cabbage leaf curl virus	51336	PRJNA14187	14187	ssDNA viruses	Geminiviridae	5.096	42.7837	plants	2	8	7	1996/11/01	2008/12/08	Complete Genome
Tomato mosaic Havana virus	223356	PRJNA14188	14188	ssDNA viruses	Geminiviridae	5.206	43.6608	plants	2	7	7	1998/09/04	2008/07/10	Complete Genome
Tobacco ringspot virus satellite RNA	31504	PRJNA14189	14189	Satellites	unclassified	0.359	54.9	plants	1	-	-	1989/06/15	2008/07/10	Complete Genome
Tomato leaf curl Bangalore virus	220608	PRJNA14190	14190	ssDNA viruses	Geminiviridae	2.749	42.3	plants	1	6	6	1995/08/14	2008/12/08	Complete Genome
Tomato leaf curl virus	28350	PRJNA14191	14191	ssDNA viruses	Geminiviridae	2.766	43.6	plants	1	6	6	1993/05/08	2015/02/10	Complete Genome
Tomato leaf curl Karnataka virus	220932	PRJNA14192	14192	ssDNA viruses	Geminiviridae	2.759	42.5	plants	1	6	6	1995/10/24	2008/12/08	Complete Genome
Tomato leaf curl Taiwan virus	196093	PRJNA14193	14193	ssDNA viruses	Geminiviridae	2.739	41.9	plants	1	6	6	1997/06/12	2008/12/08	Complete Genome
Velvet tobacco mottle virus Satellite RNA	196095	PRJNA14194	14194	Satellites	unclassified	0.366	55.7	plants	1	-	-	1987/05/20	2008/07/10	Complete Genome
Thetapapillomavirus 1	197772	PRJNA14195	14195	dsDNA viruses, no RNA stage	Papillomaviridae	7.304	49.3	vertebrates	1	6	6	2002/06/02	2010/03/26	Complete Genome
Sheeppox virus	10266	PRJNA14196	14196	dsDNA viruses, no RNA stage	Poxviridae	149.955	25	vertebrates	1	148	148	2002/06/05	2015/02/10	Complete Genome
Goatpox virus Pellor	376852	PRJNA14197	14197	dsDNA viruses, no RNA stage	Poxviridae	149.599	25.3	vertebrates	1	150	150	2002/06/05	2012/11/26	Complete Genome
Ovine adenovirus 7	114430	PRJNA14198	14198	dsDNA viruses, no RNA stage	Adenoviridae	29.576	33.6	vertebrates	1	44	30	1996/12/28	2016/03/28	Complete Genome
Bean golden mosaic virus	10839	PRJNA14199	14199	ssDNA viruses	Geminiviridae	5.197	39.5135	plants	2	6	6	1992/03/17	2015/02/10	Complete Genome
Bean golden yellow mosaic virus	220340	PRJNA14200	14200	ssDNA viruses	Geminiviridae	5.232	39.432	plants	2	8	8	1993/04/29	2008/12/08	Complete Genome
Satellites of Trichomonas vaginalis T1 virus	198608	PRJNA14201	14201	Satellites	unclassified	0.497	48.1	protozoa	1	1	-	1995/09/14	2009/11/23	Complete Genome
Phthorimaea operculella granulovirus	192584	PRJNA14202	14202	dsDNA viruses, no RNA stage	Baculoviridae	119.217	35.7	invertebrates	1	130	130	2002/07/01	2009/11/30	Complete Genome
Mycobacterium phage D29	28369	PRJNA14203	14203	dsDNA viruses, no RNA stage	Siphoviridae	49.136	63.5	bacteria	1	84	79	1998/06/02	2015/02/10	Complete Genome
Enterobacteria phage lambda	10710	PRJNA14204	14204	dsDNA viruses, no RNA stage	Siphoviridae	48.502	49.9	bacteria	1	92	73	1993/04/28	2011/03/11	Complete Genome
Etapapillomavirus 1	197771	PRJNA14205	14205	dsDNA viruses, no RNA stage	Papillomaviridae	7.729	47.7	vertebrates	1	6	6	2002/07/10	2010/03/26	Complete Genome
Hollyhock leaf crumple virus	199587	PRJNA14206	14206	ssDNA viruses	Geminiviridae	2.755	43	plants	1	6	6	2002/01/08	2008/12/08	Complete Genome
Natrialba phage PhiCh1	114777	PRJNA14207	14207	dsDNA viruses, no RNA stage	Myoviridae	58.498	61.9	archaea	1	98	98	2002/07/30	2008/07/10	Complete Genome
Hollyhock leaf crumple virus satellite DNA	169696	PRJNA14208	14208	Satellites	unclassified	0.741	39.1	plants	1	-	-	2002/08/02	2008/12/08	Complete Genome
Okra leaf curl betasatellite	756759	PRJNA14209	14209	Satellites	unclassified	1.305	37.5	plants	1	1	1	2002/08/02	2008/12/08	Complete Genome
Pepper golden mosaic virus	223301	PRJNA14210	14210	ssDNA viruses	Geminiviridae	5.208	44.0052	plants	2	6	6	1996/06/12	2008/12/08	Complete Genome
Ectromelia virus	12643	PRJNA14211	14211	dsDNA viruses, no RNA stage	Poxviridae	209.771	33.2	vertebrates	1	173	173	1999/01/01	2012/11/22	Complete Genome
Woodchuck hepatitis virus	35269	PRJNA14212	14212	Retro-transcribing viruses	Hepadnaviridae	3.323	44.5	vertebrates	1	4	4	1993/08/03	2009/11/30	Complete Genome
Papaya leaf curl virus	53260	PRJNA14213	14213	ssDNA viruses	Geminiviridae	2.746	40.9	plants	1	7	7	1998/01/28	2015/02/10	Complete Genome
Tomato leaf curl Vietnam virus	208177	PRJNA14214	14214	ssDNA viruses	Geminiviridae	2.745	42.7	plants	1	6	6	2001/06/02	2010/03/11	Complete Genome
Helicoverpa zea nudivirus 2	1128424	PRJNA14215	14215	dsDNA viruses, no RNA stage	Nudiviridae	231.621	41.9	plants	1	113	113	2002/08/30	2012/03/09	Complete Genome
Bacillus phage B103	10778	PRJNA14216	14216	dsDNA viruses, no RNA stage	Podoviridae	18.63	37.7	bacteria	1	17	17	1996/07/13	2015/02/10	Complete Genome
Bacillus phage phi105	10717	PRJNA14217	14217	dsDNA viruses, no RNA stage	Siphoviridae	39.325	42.7	bacteria	1	51	51	1999/01/08	2009/01/09	Complete Genome
Pepper leaf curl Bangladesh virus	223305	PRJNA14218	14218	ssDNA viruses	Geminiviridae	2.753	44.5	plants	1	6	6	2001/02/11	2010/01/28	Complete Genome
Galleria mellonella densovirus	37138	PRJNA14221	14221	ssDNA viruses	Parvoviridae	6.039	36.4	invertebrates	1	2	7	1994/10/01	2015/02/10	Complete Genome
Casphalia extranea densovirus	180586	PRJNA14222	14222	ssDNA viruses	Parvoviridae	5.002	37.8	invertebrates	1	3	3	2002/01/01	2009/05/06	Complete Genome
Planococcus citri densovirus	159153	PRJNA14223	14223	ssDNA viruses	Parvoviridae	5.38	37.6	invertebrates	1	4	4	2002/01/16	2010/03/11	Complete Genome
Human erythrovirus V9	72197	PRJNA14224	14224	ssDNA viruses	Parvoviridae	5.028	42.1	vertebrates	1	6	6	2001/09/30	2011/02/04	Complete Genome
Lactococcus phage r1t	43685	PRJNA14225	14225	dsDNA viruses, no RNA stage	Siphoviridae	33.35	35.5	bacteria	1	50	50	1996/06/05	2015/02/10	Complete Genome
Streptococcus phage O1205	85154	PRJNA14226	14226	dsDNA viruses, no RNA stage	Siphoviridae	43.075	38.3	bacteria	1	57	57	1997/09/30	2009/05/06	Complete Genome
Vibrio phage fs1	70203	PRJNA14227	14227	ssDNA viruses	Inoviridae	6.34	43.4	bacteria	1	15	15	1998/01/08	2015/02/10	Complete Genome
Salmonella phage ST64B	175950	PRJNA14228	14228	dsDNA viruses, no RNA stage	unclassified	40.149	51	bacteria	1	56	56	2002/09/30	2015/02/10	Complete Genome
Salmonella phage ST64T	173443	PRJNA14230	14230	dsDNA viruses, no RNA stage	Podoviridae	40.679	47.5	bacteria	1	65	65	2002/10/22	2013/08/27	Complete Genome
Haemophilus phage HP2	157239	PRJNA14231	14231	dsDNA viruses, no RNA stage	Myoviridae	31.508	39.9	bacteria	1	37	37	2001/04/22	2015/02/10	Complete Genome
Ageratum yellow vein Singapore alphasatellite	915293	PRJNA14232	14232	Satellites	unclassified	1.36	40	plants	1	1	1	2002/02/14	2010/11/10	Complete Genome
Taro bacilliform virus	178354	PRJNA14233	14233	Retro-transcribing viruses	Caulimoviridae	7.458	39.3	plants	1	3	3	2002/11/28	2008/07/22	Complete Genome
Vibrio phage VHML	207597	PRJNA14234	14234	dsDNA viruses, no RNA stage	Myoviridae	43.198	50.6	bacteria	1	57	57	2002/12/14	2010/03/26	Complete Genome
Kalanchoe top-spotting virus	218387	PRJNA14236	14236	Retro-transcribing viruses	Caulimoviridae	7.591	47.2	plants	1	3	3	2003/01/18	2010/03/11	Complete Genome
Tomato leaf curl Gujarat virus	219299	PRJNA14238	14238	ssDNA viruses	Geminiviridae	5.445	42.1127	plants	2	8	8	2003/01/28	2008/07/10	Complete Genome
Tomato yellow leaf curl Malaga virus	219744	PRJNA14239	14239	ssDNA viruses	Geminiviridae	2.782	41	plants	1	6	6	2001/12/27	2010/03/11	Complete Genome
Cotton leaf curl Alabad virus	222456	PRJNA14240	14240	ssDNA viruses	Geminiviridae	2.744	42.7	plants	1	6	6	1998/03/31	2008/12/08	Complete Genome
Cotton leaf curl Kokhran virus	222464	PRJNA14241	14241	ssDNA viruses	Geminiviridae	2.748	43.1	plants	1	6	6	1998/03/31	2008/12/08	Complete Genome
Cotton leaf curl Multan virus	223252	PRJNA14242	14242	ssDNA viruses	Geminiviridae	2.751	43.5	plants	1	6	6	1998/03/31	2015/02/10	Complete Genome
Tomato leaf curl New Delhi virus	223347	PRJNA14243	14243	ssDNA viruses	Geminiviridae	5.435	42.5111	plants	2	10	10	1994/09/28	2008/12/08	Complete Genome
Tomato leaf curl Laos virus	223345	PRJNA14244	14244	ssDNA viruses	Geminiviridae	2.748	43.3	plants	1	6	6	1999/10/26	2008/07/10	Complete Genome
Tomato leaf curl Bangladesh virus	223344	PRJNA14245	14245	ssDNA viruses	Geminiviridae	2.761	42.9	plants	1	6	6	1999/11/01	2008/07/10	Complete Genome
Staphylococcus phage 11	12360	PRJNA14246	14246	dsDNA viruses, no RNA stage	Siphoviridae	43.604	34.5	bacteria	1	53	53	2002/02/26	2010/04/09	Complete Genome
Staphylococcus phage Phi12	186152	PRJNA14247	14247	dsDNA viruses, no RNA stage	Siphoviridae	44.97	33.3	bacteria	1	49	49	2002/02/26	2007/12/20	Complete Genome
Staphylococcus phage 13	186153	PRJNA14248	14248	dsDNA viruses, no RNA stage	Siphoviridae	42.722	33.5	bacteria	1	49	49	2002/02/26	2007/12/20	Complete Genome
Ageratum yellow vein Taiwan virus	222441	PRJNA14249	14249	ssDNA viruses	Geminiviridae	2.734	40.9	plants	1	6	6	2000/11/06	2008/12/08	Complete Genome
Chilli leaf curl virus	172278	PRJNA14250	14250	ssDNA viruses	Geminiviridae	2.754	43.9	plants	1	6	6	2001/07/02	2008/12/08	Complete Genome
Pseudomonas phage phiKZ	169683	PRJNA14251	14251	dsDNA viruses, no RNA stage	Myoviridae	280.334	36.8	bacteria	1	306	306	2002/02/28	2013/01/10	Complete Genome
Malvastrum yellow vein virus	222475	PRJNA14252	14252	ssDNA viruses	Geminiviridae	2.731	44	plants	1	6	6	2002/04/25	2015/02/10	Complete Genome
Sida golden yellow vein virus-[Jamaica:Liguanea2:2008]	929766	PRJNA14253	14253	ssDNA viruses	Geminiviridae	5.15	44.1763	plants	2	6	6	2003/03/26	2015/10/20	Complete Genome
Sida mottle virus	191460	PRJNA14255	14255	ssDNA viruses	Geminiviridae	2.668	46.8	plants	1	6	6	2002/04/17	2009/05/06	Complete Genome
Potato yellow mosaic Trinidad virus	223308	PRJNA14256	14256	ssDNA viruses	Geminiviridae	5.117	43.6661	plants	2	7	7	1998/04/02	2008/07/10	Complete Genome
Sweet potato leaf curl Georgia virus	225752	PRJNA14257	14257	ssDNA viruses	Geminiviridae	2.773	44.1	plants	1	6	6	2002/01/31	2008/07/10	Complete Genome
Rhynchosia golden mosaic virus	117198	PRJNA14258	14258	ssDNA viruses	Geminiviridae	5.155	42.5175	plants	2	7	7	2006/03/15	2010/01/28	Complete Genome
Tomato leaf curl Sri Lanka virus	223352	PRJNA14259	14259	ssDNA viruses	Geminiviridae	2.756	42	plants	1	6	6	2000/07/04	2008/07/22	Complete Genome
Tomato leaf curl Malaysia virus	223346	PRJNA14260	14260	ssDNA viruses	Geminiviridae	2.754	43.2	plants	1	6	6	2001/03/07	2008/07/10	Complete Genome
Tobacco leaf curl Japan virus	223332	PRJNA14261	14261	ssDNA viruses	Geminiviridae	2.761	42.8	plants	1	6	6	2000/05/24	2008/12/08	Complete Genome
Sida golden mosaic Costa Rica virus	223313	PRJNA14262	14262	ssDNA viruses	Geminiviridae	5.192	45.3017	plants	2	7	7	1996/08/14	2009/04/22	Complete Genome
Sida golden mosaic Honduras virus	223316	PRJNA14263	14263	ssDNA viruses	Geminiviridae	5.192	45.9	plants	2	7	7	1997/02/18	2008/07/10	Complete Genome
Sida yellow vein virus	223321	PRJNA14264	14264	ssDNA viruses	Geminiviridae	5.205	46.3524	plants	2	7	7	1997/02/18	2008/12/08	Complete Genome
Pseudomonad phage gh-1	197783	PRJNA14265	14265	dsDNA viruses, no RNA stage	Podoviridae	37.359	57.4	bacteria	1	42	42	2003/03/26	2009/05/06	Complete Genome
Okra yellow vein mosaic virus	227137	PRJNA14266	14266	ssDNA viruses	Geminiviridae	2.739	43.5	plants	1	6	6	1998/03/31	2008/07/16	Complete Genome
Tomato curly stunt virus	128941	PRJNA14267	14267	ssDNA viruses	Geminiviridae	2.766	44.3	plants	1	5	5	2000/08/02	2009/05/06	Complete Genome
Staphylococcus phage 44AHJD	204086	PRJNA14268	14268	dsDNA viruses, no RNA stage	Podoviridae	16.784	29.6	bacteria	1	21	21	2003/03/31	2013/04/03	Complete Genome
Staphylococcus phage P68	204090	PRJNA14269	14269	dsDNA viruses, no RNA stage	Podoviridae	18.227	29.3	bacteria	1	22	22	2003/03/31	2009/04/17	Complete Genome
Mycobacterium phage Cjw1	205869	PRJNA14270	14270	dsDNA viruses, no RNA stage	Siphoviridae	75.931	63.1	bacteria	1	142	141	2003/04/01	2009/04/17	Complete Genome
Mycobacterium phage Che9c	205872	PRJNA14271	14271	dsDNA viruses, no RNA stage	Siphoviridae	57.05	65.4	bacteria	1	85	84	2003/04/01	2007/12/19	Complete Genome
Mycobacterium phage Corndog	205875	PRJNA14272	14272	dsDNA viruses, no RNA stage	Siphoviridae	69.777	65.4	bacteria	1	122	122	2003/04/01	2009/05/06	Complete Genome
